SMILES	STRID
CC(C)(C)OC(=O)NC(C(=O)O)C1(C)CCC1	EN300-1215666
CC(C)(C)OC(=O)N1CC(C)(C)C1C2CCNCC2	EN300-45615448
OC(=O)COC1=NSN=C1Br	EN300-45635285
CC(C)(C)OC(=O)N1CC(C1)C2=NC=C(C=N2)N	EN300-46576224
CC(C)(C)OC(=O)NCCCC(=O)NCCCN	EN300-46576581
CCO[C@@H]1CCN([C@@H](C1)C(=O)O)C(=O)OC(C)(C)C	EN300-46777574
CC(C)(C)OC(=O)N1CCC(CN)C(F)C1	EN300-7105047
COC(=O)[C@H]1CCC[C@@H]1N	EN300-19721979
COC(=O)[C@@H]1CCC[C@H]1N	EN300-19722471
CC(C)(C)OC(=O)N2C1CC(C1)CC2C(=O)O	EN300-46582526
CCOC[C@H](CN)NC(=O)OC(C)(C)C	EN300-7060875
NC1CCN(CC1=O)C(=O)OCC2=CC=CC=C2	EN300-19575355
COC(=O)C1=CC2=C(C=C1)OC[C@H]2N	EN300-19101055
CC(C)(C)OC(=O)N3CCC(CCC12CC(C1)(C(=O)O)C2)CC3	EN300-45220629
OC(=O)C1CCC2=C1N=C(S2)Br	EN300-45271139
OC(=O)COC1=C(N=C(C=C1)F)I	EN300-46777971
OC(=O)C1=CC(=NO1)OCCNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-46779093
CC(C)(C)OC(=O)NCCCC1=CSC(=N1)N	EN300-46779341
CC(C)(C)OC(=O)N1CCC(CCCCN)C1	EN300-7186275
OC(=O)[C@@H]1C[C@@]12CC[C@@H](CC2)N=[N+]=[N-]	EN300-45828197
CC(C)(C)OC(=O)N1CC2(CC1(C2)C(F)(F)F)C(=O)O	EN300-45854997
CC(C)(C)OC(=O)N1CCC[C@H](F)[C@@H]1C(=O)O	EN300-46204181
CC(C)(C)OC(=O)N2CCNCC1(CCC1)C2	EN300-7352537
CC(C)(C)OC(=O)NCC1=CC(=CC(=C1)C(=O)O)[N+](=O)[O-]	EN300-20065980
CCC(N)C(CC)NC(=O)OC(C)(C)C	EN300-6251981
CC(C)(C)OC(=O)NCC1=C(C(=CC=C1)F)N	EN300-7235023
OC(=O)[C@@H](CC1=N[NH]C=C1)NC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-7243320
CC1(C)OB(OC1(C)C)C3=CC2=C(C=NC(=C2)F)O3	EN300-46286358
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC(=CN=C2)CCCN	EN300-46611138
CCOC(=O)[C@H]1NC[C@@H]2CCC[C@H]12	EN300-7407210
OC(=O)C2=C1CCCCN1C(C(=C2)Br)=O	EN300-7465287
OC(=O)CC1=CC(=CC=C1)C2CCN(CC2)C(=O)OCC4C3=C(C=CC=C3)C5=C4C=CC=C5	EN300-33328605
CC(C)(C)OC(=O)NCCCNC(=O)CCCN	EN300-7380147
OC(=O)C1CCC2=C1C(=CC=C2)Br	EN300-7493549
CC(C)(C)OC(=O)N1CC(C1)NC(=O)CCN	EN300-7255373
CC(C)(C)OC(=O)NC1=CC2=C(C=C1)C(CO2)C(=O)O	EN300-46675380
COC2=C(C=C1C(CN(CC1=C2)C(=O)OC(C)(C)C)N)OC	EN300-46675387
OC(=O)C1=CC(=C2C=CC=C[N]12)Br	EN300-46616696
CC[C@H](N)CCC(=O)OC	EN300-46618165
COC(=O)C1=C(C=C(C(=C1)N)C)F	EN300-46619335
COC(=O)C2CC1=C(C=CS1)CN2	EN300-8141632
CC(C)(C)OC(=O)N1CC(CC(=O)O)C2CC12	EN300-46581506
CC(C)(C)OC(=O)N1CC(C1)C(C)(F)C(=O)O	EN300-46614821
CCOC(=O)C1=COC2=C1C=CC(=C2)N	EN300-46614839
COC(=O)C2CC1=C(C(=CC=C1)F)N2	EN300-46624441
CC(C)(C)OC(=O)N2CC1(CCC1)OCC2CN	EN300-46625014
COC(=O)C2=C1CCCCC1=C(C(=C2)C)N	EN300-46625693
COC(=O)C1=C(C(=CC(=C1)C#N)C)N	EN300-8640015
CC(C)(C)OC(=O)N2CC1(CC(C1)(C2)C(=O)O)C3CC3	EN300-37327531
CC(C)(C)OC(=O)N1CCC(CN)(CF)CC1	EN300-1707913
CC(C)(C)OC(=O)N[C@H](C1CC1)C2=CC=C(C=C2)C(=O)O	EN300-45188613
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](F)CC1	EN300-46586920
CC(NC(=O)OC(C)(C)C)C1=NSC(=N1)N	EN300-46618222
NCC2=C[N]1C(=CC=CC1=N2)Cl	EN300-46781964
CC(C)(C)OC(=O)N1CCC[C@@H]1C2=NOC(=C2)C(=O)O	EN300-153797
CC2CNC1=C(C=CC=C1)N2CC3=CC=CC=C3	EN300-160061
OC(=O)C1=CC=C(C=C1)[C@H](NC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C5CC5	EN300-45188614
OC(=O)C1=CC=C(C=C1)[C@@H](NC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C5CC5	EN300-45188620
CC(C)(C)OC(=O)N1CC2(C1)CC3(C2)CCCCN3	EN300-45193803
COC(=O)C2=C1CNCCC1=C(C=C2)C	EN300-46619312
CC1=C(N=CC(=C1)C(=O)O)CNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-35211463
COC1=C(C=C(C=C1NC(=O)OC(C)(C)C)C(F)(F)F)C(=O)O	EN300-35349439
CC(C)(CNC(=O)OCC2C1=C(C=CC=C1)C3=C2C=CC=C3)C4=CC=C(C=C4)C(=O)O	EN300-35435007
CC(C)(C)OC(=O)NCC1=CC(=CC=C1)C2CCNCC2	EN300-46785055
CC(C)(C)OC(=O)NCC[N]1C=CN=C1N	EN300-37466985
CC(C)(C)OC(=O)NCC1=NC(=NC=C1)C(=O)O	EN300-32516392
CC(C)(C)OC(=O)N[C@H](C(F)F)C(=O)O	EN300-6947192
CCOC[C@@H](CN)NC(=O)OC(C)(C)C	EN300-6971139
CC(C)(C)OC(=O)N2CC1=C([N](N=C1)CC(=O)O)C2	EN300-46767230
COC(=O)C[C@@H]1C[C@@H]1N	EN300-46762654
CCOC(=O)C1(CCNCC1)C(F)(F)F	EN300-46762851
COC1=C(C(=C(C(=C1)Br)C(=O)O)Cl)O	EN300-46762911
CC(C)(C)OC(=O)N[C@@H]1CCC[C@H]1CCCN	EN300-45591311
CC1=C(N=N[N]1CCNC(=O)OC(C)(C)C)C(=O)O	EN300-46375839
CC(=O)NCCN1CCNCC1	EN300-46376451
COC(=O)C1=C(C(=C(C(=C1)N)Cl)F)OC	EN300-29215186
CC(C)(C)OC(=O)N1CCC(C1)(C(=O)O)C2=C(C=CC(=C2)F)F	EN300-31218736
CC(C)NCCNC(=O)C	EN300-46388322
COC(=O)C1=CC(=C(N=C1)N2CCNCC2)Cl	EN300-46389419
CC(C)(C)OC(=O)NCC[N]1N=CC=C1C(=O)O	EN300-32627859
COC(=O)[C@@H]1C[C@H](F)CCN1	EN300-45481777
COC(=O)[C@@H]1C[C@@]1(C)C(=O)O	EN300-45609883
OC(=O)COC1=C(Cl)SC(=C1Cl)Br	EN300-45618562
CC(C)(C)OC(=O)NC(C1CC1(C)C)C(=O)O	EN300-3225531
COC(=O)C2=C1N=C(C=C([N]1N=C2)C)C(=O)O	EN300-31876014
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CC1)OCCCN	EN300-31879516
CC(C)(C)OC(=O)NC(CCCC(=O)O)C(F)F	EN300-31886736
COC1=CC(=C(C=C1)CNC(=O)OC(C)(C)C)N	EN300-31896595
COC(=O)C12CC(C1)C(N2)C(F)(F)F	EN300-45927053
CCC1(CC)SCCN(C1C(=O)O)C(=O)OC(C)(C)C	EN300-45946898
CC(C)(C)OC(=O)NCC1=COC(=N1)C(=O)O	EN300-45947190
CC(C)(C)OC(=O)NC(C)(C)C1=NC(=CC=N1)C(=O)O	EN300-45761877
CC(C)(C)OC(=O)N1CC(C1)C(=O)N2CC(N)C2	EN300-45792209
OC(=O)C2=C([N]1C=CSC1=N2)I	EN300-45792270
C[C@@H]1CO[C@@H](CC(=O)O)CN1C(=O)OC(C)(C)C	EN300-45792320
CC(C)(C)OC(=O)NC[C@@H]1[C@H](N)C1(C)C	EN300-45792342
COC(=O)[C@@H]1C[C@H]1CC(=O)O	EN300-22881185
CN1CCNCC1CNC(=O)OC(C)(C)C	EN300-45232418
CC1=NC(=C[N]1CC(=O)O)Br	EN300-46734793
COC(=O)CCCCC(C)N	EN300-46734970
CN(C1CCCNC1)C(=O)C	EN300-46736041
COC(=O)[C@@H](N)CC1=N[NH]C=C1	EN300-46737942
OC(=O)C1=NC=C(O1)C2=CC=C(C=C2)Br	EN300-4343722
CC(C)(C)OC(=O)N1CCC1(C)CN	EN300-4518037
CN(CC(N)C1=CC(=C(C=C1)Cl)Cl)C(=O)OC(C)(C)C	EN300-4787007
CCOC(=O)C1=C(SC=N1)C(=O)O	EN300-28836266
CCOC(=O)CCC(F)C(=O)O	EN300-7849860
CC(C)(C)OC(=O)NCCCNC(=O)CN	EN300-10829759
CCOC(=O)C1=C(N)[NH]C2=C1C=CC=C2F	EN300-11719352
CC(C)(C)OC(=O)N1CC2(C1)CCC(C)(O2)C(=O)O	EN300-45806395
COC(=O)C1=CC=C(C=C1)OCCCCN	EN300-46740644
CN[C@@H]1CC[C@@H](C1)C(=O)OC(C)(C)C	EN300-46741000
COC(=O)C1=CC(=C[NH]1)CCN	EN300-46741087
COC(=O)[C@]12COC[C@]1(C=C2)C(=O)O	EN300-46742757
CCOC(=O)C(CCN)C1CC1	EN300-46743054
OC(=O)CCC1(CCN(CC1)C(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C#N	EN300-46742899
CC(C)(C)OC(=O)N1CC(C1)[N]2C=C(N=N2)C3CCNCC3	EN300-46742999
OC(=O)C1=CC(=CC(=C1)OCC(F)(F)F)[N+](=O)[O-]	EN300-46744508
CC(C)(C)OC(=O)N[C@@H]1CCC2=C1C=CC(=C2)C(=O)O	EN300-21638816
CC(C)(C)OC(=O)N1CCCNCC1(C)C	EN300-6481382
C[C@@H]1CO[C@H](CN1C(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C(=O)O	EN300-45727780
CC(C)(C)OC(=O)N(CCC(C#N)C1=CC=CC=C1)C(=C)C(=O)O	EN300-45728561
CC(=O)NCC1=C([N](N=C1C)CC(=O)O)C	EN300-45743982
OC(=O)C1(COC1)N=[N]#N	EN300-45743985
CC(C)(C)OC(=O)N3CC(C1=CC=CC=C1)C2(CNC2)C3	EN300-45269098
CC(C)(C)OC(=O)NCCCOCCOCCCN	EN300-12723555
COC(=O)C1(C)[C@H]2CNC[C@@H]12	EN300-46041718
COC(=O)C2CCNC1(CCCC1)C2	EN300-46120838
COC(=O)C1=CC=C(C=C1)CC(F)(F)C(=O)O	EN300-28949834
CC(C)(C)OC(=O)NCCN1CCN(CC(=O)O)CC1	EN300-46744668
COC(=O)C2=NN=C1CCNC1=C2	EN300-46744670
COC(=O)CN1CCN(CCN)CC1	EN300-46751919
COC(=O)C1CNCC1C2=N[N](C=C2)C3CCCCO3	EN300-45823362
C[C@@H]1CO[C@@H](CC(=O)O)CN1C(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-45833681
C[C@@H]1CO[C@@H](CN)CN1C(=O)OC(C)(C)C	EN300-45845077
CC(C)(C)OC(=O)N2CC1=C(SC(=C1)CN)C2	EN300-45749465
COC(=O)C2CCC1(CCOCC1)N2	EN300-45752240
COC(=O)CCCCCC(=O)O	EN300-1706906
COC(=O)C2=C1CCC(CC1=CC=C2)N	EN300-46760893
CC(C)(C)OC(=O)N1CC(C1)C(=O)NCC(=O)O	EN300-46761955
CC(C)(C)OC(=O)NCC(=O)NCCC(=O)O	EN300-7117038
CC1=CC(=C(C=C1)CNC(=O)OC(C)(C)C)N	EN300-7308897
COC(=O)C2=C[N]1C=CN=C1C(=C2)N	EN300-3488730
COC(=O)C1CCCC2CNCC12	EN300-45560711
COC(=O)C1=C[N](C=C1)CCN	EN300-45561698
CN1C=C(C=C(Br)C1=O)C(=O)O	EN300-29208475
CC(C)(C)OC(=O)NCCC1=NC=C(C=N1)C(=O)O	EN300-30331087
CC1=C(C(=NC(=N1)CNC(=O)OC(C)(C)C)C)N	EN300-43394872
CCOC(=O)C1=C[N](C=N1)C2=CC=C(C=C2)N	EN300-19324339
CC(C)(C)OC(=O)N1CC(C1)C2=NC=C(C=C2)N	EN300-19462175
CC(C)(C)OC(=O)NC1(CCN)CCN(CC1)C(=O)OCC2=CC=CC=C2	EN300-46124443
CC(C)(C)OC(=O)NC[C@@H]1CCN[C@@H](C1)C(F)(F)F	EN300-46128839
CC(C)(C)OC(=O)NC1=CC2=C(C=C1)OC=C2C(=O)O	EN300-34541754
CC1=CC(=CC(=C1)CNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C(=O)O	EN300-35275207
COC(=O)CCC1(CCNCC1)C#N	EN300-46766019
COC(=O)[C@]1(C[C@@H](N)C1)OC	EN300-22886493
CC(C)(C)OC(=O)N1CC(C1)NC(=O)CN	EN300-7320230
OC(=O)C(F)OC1=CC(=CC=C1)C=O	EN300-4351476
OC(=O)C2=N[N]1CCOC1=C2Br	EN300-4482179
CC(C)(C)OC(=O)N2C[C@@H]1C[C@@H]([C@@H](C1)C2)C(=O)O	EN300-45182174
COC(=O)C1=CC(=NO1)C2CNC2	EN300-45182502
C[N]1C=NC=C1C[C@H](NC(=O)OC(C)(C)C)C(=O)O	EN300-45182505
C[C@H]1C[C@@H](CN)N(C1)C(=O)OC(C)(C)C	EN300-20210023
CC[C@H](N)CNC(=O)OC(C)(C)C	EN300-20881864
CC(C)(C)OC(=O)N2CC1=C(C=CC=C1)CC2CN	EN300-20883674
CCC1(CCNC1)NC(=O)OC(C)(C)C	EN300-6955892
CC(C)(C)OC(=O)N[C@@H]1C[C@@H]2C[C@H]1CNC2	EN300-7000515
CNCCCCCCCNC(=O)OC(C)(C)C	EN300-7015963
CC(C)(C)OC(=O)NCCNC(=O)CCN	EN300-7046298
CC(C)(C)OC(=O)N1CC(C2CCCC12)C(=O)O	EN300-7067910
COC(=O)C1=NC=C(C=N1)CN	EN300-46769945
OC(=O)C2=C([N]1C(=CC=CC1=N2)Br)F	EN300-46773083
CC(C)(C)OC(=O)N1CCC(COCCCN)CC1	EN300-19584503
C([2H])([2H])([2H])C(C(=O)O)C(=O)OC	EN300-23015515
CC(C)(C)OC(=O)NC(C)(C(=O)O)C1=CC=CS1	EN300-4711900
CC(NC(=O)OC(C)(C)C)C(N)C1=C(C=CC(=C1)Cl)Cl	EN300-4779034
CC(C)(C)OC(=O)N1CCC(N)C(C1)C2CC2	EN300-7096141
CC1=CC(=NC2=C(Br)C=N[N]12)C(=O)O	EN300-8745943
COC(=O)CCC1=C(N=CC=C1N)F	EN300-45884705
COC(=O)C1(CCNC1)C(F)F	EN300-45976971
CC(C)(C)OC(=O)C(C)(C)CCN	EN300-45186719
CN([CH]1C[C]2(C1)C[CH](C2)C(=O)O)C(=O)OC(C)(C)C	EN300-21632364
CC(C)(C)OC(=O)N1CCC(CC1C(F)(F)F)C(=O)O	EN300-22267406
CN(C(=O)C)C1=CC=C(C=C1)N	EN300-45636767
CC(C)(C)OC(=O)NCC[C@@H]1CCCN1	EN300-45636781
COC(=O)C12CCC(F)(CN1)C2	EN300-46014215
C[C@H]1CNCC[C@H]1NC(=O)OC(C)(C)C	EN300-7320652
CC(C)(C)OC(=O)N[C@H](CC[S](=O)(=O)C)CC(=O)O	EN300-31374972
COC(=O)C1=C(N=C2SC=C[N]12)C(=O)O	EN300-31439945
CC(C)(C)OC(=O)N[C@@H](C1CC1)C2=CC=C(C=C2)C(=O)O	EN300-45188619
O=C(OCC1=CC=CC=C1)C2CCNC2	EN300-46776050
CC(=O)N[C@@H]1CCCNC1	EN300-24201161
CC(C)(C)OC(=O)NC[C@H]1C[C@H](F)CN1	EN300-23552378
COC1=C(C=C(C(=C1F)Cl)[N+](=O)[O-])C(=O)O	EN300-45640247
COC(=O)C12CC(C1)C(C2)C(=O)O	EN300-45674145
CC(C)(C)OC(=O)N1CCC[C@@H](F)[C@H]1C(=O)O	EN300-46204183
COC(=O)NCCN1CCNCC1	EN300-46779689
CC(C)(C)OC(=O)C1=CSC(=N1)CCN	EN300-46781911
COC(=O)C1=C(N=CC(=C1)C=O)N	EN300-8123571
CC(C)(C)OC(=O)N1CCCC[C@@]12C[C@@H](N)C2	EN300-6133529
COC(=O)C1CCN(CC1)C(=O)N2CCNCC2	EN300-45381710
COC(=O)C13CNC(CN1CC2=CC=CC=C2)C3	EN300-45576816
COC(=O)C(N)C[N]1C=C(Cl)C2=C1N=CC=C2	EN300-44829524
CC(C)(C)OC(=O)C(N)C(=O)OC(C)(C)C	EN300-44829587
COC(=O)C1=CC2=C(C=C1)C=NC(=C2)N	EN300-9759642
OC(=O)COC1=CC=C(C=C1)CNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-25369849
CC(C)(C)OC(=O)N1CCCC2=C1N=C(C=C2)CN	EN300-26072236
OC(=O)C2=N[N]1CCCOC1=C2I	EN300-26272461
OC(=O)C[N]1N=C(I)C2=C1C=CC(=C2)Cl	EN300-46415788
CN1C(=O)CN(C(=O)OC(C)(C)C)C2=C1C=C(C=C2)C(=O)O	EN300-46744679
OC(=O)CC1=CC(=C(C=C1)C(F)(F)F)Br	EN300-9411309
COC(=O)C(F)CC1CNC1	EN300-45181348
CC1CCNCCN1CC2=CC=CC=C2	EN300-45423488
COC(=O)CNCC1=CC(=CC=C1)Cl	EN300-45587504
CO[C@@H](CCN)C(=O)OC	EN300-45199867
COC(=O)[C@@H]1C[C@H](C)CCN1	EN300-45218495
CCOC(=O)C1(C)CCCN1	EN300-45231036
CC(C)(C)OC(=O)NC12CC(C1)(C(=O)O)COC2	EN300-45516187
COC1=C(C=C(C=N1)C(=O)O)C(=O)OC(C)(C)C	EN300-36093760
OC(=O)CC(F)(F)C1=C(C=NC=C1)Br	EN300-45516180
OC(=O)C15CC(C1)(NC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)COC5	EN300-45516240
OC(=O)C1=CC(=NC=C1)CNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-45272113
COC(=O)C1(CF)CNC1	EN300-45273949
C[C@@H](NC(=O)OC(C)(C)C)C1=CC(=CC=C1)C(=O)O	EN300-26072250
COC(=O)C(N)C1=C(C=C(C=C1)F)F	EN300-26258650
CC(C)(C)OC(=O)N1CC(CN)(C1)C2=CC=CC=C2	EN300-28263221
C[N]1C=NC=C1C[C@@H](NC(=O)OC(C)(C)C)C(=O)O	EN300-45270486
CNC(C(=O)OC)C1=CN=CC=C1	EN300-45139449
OC(=O)C1=NOC=C1C2=CC=C(C=C2)Br	EN300-9810873
CC(C)(C)OC(=O)N2CC1CC(CC(=O)O)(CO1)C2	EN300-45863391
OC(=O)[C@]12CC(F)(F)[C@@]1(F)CN(C2)C(=O)OCC4C3=C(C=CC=C3)C5=C4C=CC=C5	EN300-46630467
CC(NC(=O)OC(C)(C)C)C(N)C1=CC(=CC=C1)Cl	EN300-2108347
CC1=NC(=N[N]1C2=CC(=CC=C2)Br)C(=O)O	EN300-340165
COC(=O)\C=C/C=C/[S](=O)(=O)F	EN300-1696589
CC1=C(SC(=C1)C(=O)O)I	EN300-2957639
C[C@H]1CNCCCN1C(=O)OC(C)(C)C	EN300-3157147
CC(C)(C)OC(=O)NC(C(=O)O)C1=C[NH]N=C1	EN300-3225512
CC1=C(I)C=CN(CC(=O)O)C1=O	EN300-46303545
COC(=O)C1=CC(=C(C=C1)OC(F)(F)F)C(=O)O	EN300-46313518
CC(C)(C)OC(=O)N1CC(C1)C2=NC(=CC=C2)N	EN300-46359695
OC(=O)[C@H]1C[C@@](O)(C1)C2=CC=C(C=C2)Br	EN300-45675789
CC(C)(C)OC(=O)N1C(CCC12CCOCC2)C(=O)O	EN300-1721206
OC(=O)COC1=C(SC=C1Cl)Br	EN300-45618563
CC(C)(C)OC(=O)N1CCCC2=C1C=C(C=N2)N	EN300-46730221
CCC(CC)(CCNC(=O)OC(C)(C)C)C(=O)O	EN300-46733755
CC(C)(C)OC(=O)N2CCCNC1(CCC1)C2	EN300-708677
C[C@@H]1C[C@@H](CN(C1)C(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4)C(=O)O	EN300-1387210
OC(=O)C1=CC=N[N]1C2=CC(=CC=C2)Br	EN300-9794714
CC(C)(C)OC(=O)N1CC2(C1)NCCC(=O)N2	EN300-45202175
OC(=O)C[N]1C=C(C=O)C2=C1N=CC=C2	EN300-9916912
OC(=O)C(F)(F)OC1=C(C=CC=C1)Br	EN300-3295894
CC(C)(C)OC(=O)N1CCC(C1)C2=CC=C(C=C2)N	EN300-3324597
COC(=O)[C@@H]1C[C@H](N)C12CCOCC2	EN300-45863808
OC(=O)C1=CC=C2C=C(Br)C=C[N]12	EN300-45864191
CC(C)(C)OC(=O)[C@@H]1C[C@H](CN1)C2=CC=CC=C2	EN300-45872762
OC(=O)C1=C(Br)C=N[N]1C2CCCCC2	EN300-45872766
CC(C)(C)OC(=O)N1C(C2CC1(C2)C(=O)O)C(F)(F)F	EN300-45872767
CC2(CB1OC(C)(C)C(C)(C)O1)CC(C2)C(=O)O	EN300-45872783
COC(=O)[C@@H]1C[C@H]2C[C@@H]1CNC2	EN300-45873483
CC(C)(C)OC(=O)N[CH]2CC[C]1(C[C](O)(C1)C(=O)O)CC2	EN300-45873568
C[C@@H]1CO[C@H](CC(=O)O)CN1C(=O)OC(C)(C)C	EN300-45873756
CC(C)(C)OC(=O)N1C[C@@H]2C[C@H](C1)[C@](F)(C2)C(=O)O	EN300-45657475
CC(C)(C)OC(=O)NCCOCCOCCOCCOCCN	EN300-1704347
CC(C)(C)OC(=O)NC1CC2(C1)CC(N)CO2	EN300-3845971
CC(C)(C)OC(=O)N1CCOCC1(C)C(=O)O	EN300-3555860
CC(C)(C)OC(=O)N1CCCN(CCCN)CC1	EN300-4228025
OC(=O)[C@@H]1CCCN([C@@H]1C2=CC=CC=C2)C(=O)OCC4C3=C(C=CC=C3)C5=C4C=CC=C5	EN300-45752537
CC(C)(C)OC(=O)N1CC[C@@H]([C@H](CN)C1)C2=CC=C(C=C2)F	EN300-45753374
CC(C)(C)OC(=O)N1C(C(F)F)C2CC1(CN)C2	EN300-45753389
CC(C)(C)OC(=O)N1CC2(F)CCC1(C2)C(=O)O	EN300-37416409
CC(C)(C)OC(=O)N1CC[C@@H](C1)OCCCN	EN300-37454317
CC(C)(C)OC(=O)NC(C)(C)COCCC(=O)O	EN300-37454349
COC(=O)C12CC(N)(C1)CCC2	EN300-45139588
CC(=O)NC1=CN=C2CNCC[N]12	EN300-45142292
OC(=O)C2CC(CC1=CC=C(C=C1)Br)C2	EN300-9803776
OC(=O)C2=C(C(=C1C=CC=CC1=C2)I)O	EN300-9804458
CN(C(=O)OC(C)(C)C)C1(CN)COC1	EN300-2413844
OC(=O)C(F)OC1=CC=C(C=C1)Br	EN300-5103424
CC(C)(C)OC(=O)NCC(=O)N1CC(N)C1	EN300-45792543
COC(=O)C1=NC=C(C=C1)OCC(=O)O	EN300-45804568
COC(=O)[C@H](N)CC(C)C(F)(F)F	EN300-45805029
OC(=O)[C@@]1(F)C[C@H]2C[C@@H]1CN(C2)C(=O)OCC4C3=C(C=CC=C3)C5=C4C=CC=C5	EN300-46236427
CC(C)(C)OC(=O)N1CC(C1)C2=N[NH]C3=C2C=C(C=C3)C(=O)O	EN300-46301105
CC(C)(C)OC(=O)N1CC(C1)C2=N[NH]C3=C2C=CC=C3C(=O)O	EN300-46303129
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCN	EN300-45847564
COC(=O)C1=CC(=CC=C1)[S](=O)(=O)N2CCNCC2	EN300-45752376
OC(=O)C1=C[N](N=C1)C2=NC=C(C=C2)Br	EN300-9172109
CC(C)(C)OC(=O)N2C[C@@H]1CC[C@@H](CC(=O)O)O[C@H]1C2	EN300-46410125
CC(C)[C@H](CC1(CC1)C(=O)O)NC(=O)OC(C)(C)C	EN300-46421248
COC(=O)C1=CC(=C(C=C1)N)C(F)F	EN300-36198478
CC(C)(C)OC(=O)C(N)CC1=CN=C(C=C1)C#N	EN300-46325304
CC(C)(C)OC(=O)NCC1=C(C=CC=C1N)F	EN300-7029414
CC(C)(C)OC(=O)NC[C@H]1CC[C@@H](CN)CC1	EN300-7032664
CC(C)(C)OC(=O)NCC1=C(C=CC(=C1)Cl)N	EN300-7035142
CC(C)(C)OC(=O)NCCC(C1CC1)C(=O)O	EN300-7042722
CC(C)(C)OC(=O)N1CCC(CC1)OCCCN	EN300-73950
CCOC(=O)C1CCC(CCN)CC1	EN300-45207457
OC(=O)C(F)C1=CC(=CN=C1)Br	EN300-45212927
OC(=O)C(CNC(=O)OCC2C1=C(C=CC=C1)C3=C2C=CC=C3)C4CC4	EN300-7110491
CC(C)(CCN=[N+]=[N-])C(=O)O	EN300-7155888
CC(C)(C)OC(=O)N1CC[C@]12C[C@H]2N	EN300-46799961
CC(C)(C)OC(=O)N1C[C@@H]([C@@H]2OCC[C@H]12)C(=O)O	EN300-46808573
CC(C)(C)OC(=O)N[C@@H]1C[C@H]1C2=CC=C(C=C2)C(=O)O	EN300-46810156
CC(C)(C)OC(=O)N1CCC(N)(CF)CC1	EN300-7044372
CC(C)(C)OC(=O)NCC1(CCN)CC1(F)F	EN300-7084823
CCN1C=C(C(=O)O)C(=O)C2=C1C=C(C(=C2)F)N3CCN(CC3)C(=O)C	EN300-08510
OC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=CC=C2	EN300-103839
CCC1CNCCN1CC2=CC=CC=C2	EN300-134761
COC(=O)CC(N)C1=CC2=C(C=C1)C=CC=C2	EN300-141362
OC(=O)C[S](=O)(=O)CCNC(=O)OCC2C1=C(C=CC=C1)C3=C2C=CC=C3	EN300-35402381
OC(=O)C1=CC(=NO1)C2CCCN(C2)C(=O)OCC4C3=C(C=CC=C3)C5=C4C=CC=C5	EN300-35492581
COC1=CC(=CC(=C1)CNC(=O)OC(C)(C)C)C(=O)O	EN300-36307505
OC(=O)CC2=C1C(=CC=CC1=CC=C2)Br	EN300-9484819
C[C@H](CC1CCN(CC1)C(=O)OC(C)(C)C)C(=O)O	EN300-31412847
CC(C)(C)OC(=O)NCCC1=NC(=CS1)C(=O)O	EN300-96436
CC(C)(C)OC(=O)N1CCO[C@@H](CC1)C(=O)O	EN300-33300700
COC(=O)CN1C=C(N)C=CC1=O	EN300-33306683
CC(C)(C)OC(=O)NCC[S](=O)(=O)CCCC(=O)O	EN300-34706879
OC(=O)C1=CC=C(C=C1)OCCOCCNC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-35881986
CC(C)(C)OC(=O)NCCCC(=O)NCCN	EN300-24885551
OC(=O)C[C@H](CC1=CC(=CC=C1)Cl)NC(=O)OCC3C2=C(C=CC=C2)C4=C3C=CC=C4	EN300-7390074
COC(=O)[C@H](CN)NC(=O)OCC1=CC=CC=C1	EN300-7391767
CC(C)(C)OC(=O)N2CCC(N)C1(CC1)C2	EN300-1664910
CC(C)(C)OC(=O)N[C@H]1C[C@H](C1)OCCCN	EN300-37454320
COC(=O)[CH]2C[C]1(C[CH](CN)C1)C2	EN300-46530441
OC(=O)[C@@H]1CCC[C@H]1CN=[N+]=[N-]	EN300-46355684
OC(=O)CC1=C(C=CC(=C1)Br)O	EN300-298660
OC(=O)C13CC(C1)(C2=CC=C(C=C2)Br)CO3	EN300-37346746
